word,label,confidence,reason,frequency
होगे,correct,high,found in reference vocabulary,5
सॉल्यूशन,correct,high,found in reference vocabulary,3
वॉलेज,incorrect,medium,possible typo of 'कॉलेज' (similarity=80.0),1
चुनोती,incorrect,medium,possible typo of 'चुनौती' (similarity=83.33333333333334),1
हूहू,incorrect,medium,possible typo of 'हूह' (similarity=85.71428571428572),1
बोलिए।,correct,high,found in reference vocabulary,4
पैदा,correct,high,found in reference vocabulary,3
निकलते,correct,medium,medium frequency in dataset (n=2),2
बोली,correct,high,found in reference vocabulary,9
कंप्रोमाइज,incorrect,low,no close match found in vocabulary (best=63.1578947368421),1
टस्क,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
घबराहट,correct,high,found in reference vocabulary,3
इंटरव्यू,correct,high,found in reference vocabulary,10
टैंशन,incorrect,medium,possible typo of 'टेंशन' (similarity=80.0),1
एनवायरमेंट,incorrect,low,no close match found in vocabulary (best=63.1578947368421),1
एडजस्ट,correct,medium,medium frequency in dataset (n=2),2
साहस,correct,medium,medium frequency in dataset (n=2),2
रखके,incorrect,medium,possible typo of 'रखे' (similarity=85.71428571428572),1
जैसि,incorrect,medium,possible typo of 'जैसा' (similarity=75.0),1
नापसंद,incorrect,medium,possible typo of 'पसंद' (similarity=80.0),1
मैथ्स,correct,high,found in reference vocabulary,4
मैथ,correct,high,found in reference vocabulary,4
सरकर,incorrect,medium,possible typo of 'सरकार' (similarity=88.88888888888889),1
चहिए,correct,high,found in reference vocabulary,13
जोब,correct,high,found in reference vocabulary,3
री,correct,high,found in reference vocabulary,3
खला,incorrect,medium,possible typo of 'खिला' (similarity=85.71428571428572),1
।पता,incorrect,medium,possible typo of 'पता' (similarity=85.71428571428572),1
वा,correct,medium,medium frequency in dataset (n=2),2
करेगी,correct,high,found in reference vocabulary,4
अवार्यमेंट,incorrect,low,no close match found in vocabulary (best=73.6842105263158),1
घुल,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
समस्याएं,correct,high,found in reference vocabulary,5
छी,correct,high,found in reference vocabulary,4
सबों,correct,medium,medium frequency in dataset (n=2),2
लायक,correct,high,found in reference vocabulary,4
जाऊ,correct,high,found in reference vocabulary,4
सकूं,correct,high,found in reference vocabulary,7
जितने,correct,high,found in reference vocabulary,16
सरक,incorrect,medium,possible typo of 'सक' (similarity=80.0),1
बिता,incorrect,medium,possible typo of 'बता' (similarity=85.71428571428572),1
घूमे,correct,high,found in reference vocabulary,7
फिरे,incorrect,medium,possible typo of 'फिरने' (similarity=88.88888888888889),1
शिक्षा,correct,high,found in reference vocabulary,17
ग्रहण,incorrect,low,no close match found in vocabulary (best=72.72727272727273),1
मुक्षेत,incorrect,low,no close match found in vocabulary (best=71.42857142857143),1
जीने,incorrect,medium,possible typo of 'जाने' (similarity=75.0),1
अधिकार,incorrect,medium,possible typo of 'अधिकतर' (similarity=83.33333333333334),1
सेवा,correct,high,found in reference vocabulary,15
वॉलेंटियर,incorrect,low,no close match found in vocabulary (best=62.5),1
मिलने,correct,high,found in reference vocabulary,15
अवश्य,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
चाहूंगा,correct,high,found in reference vocabulary,28
कॉलेजेस,correct,medium,medium frequency in dataset (n=2),2
इलेवंथ,correct,medium,medium frequency in dataset (n=2),2
डोनेशन,correct,high,found in reference vocabulary,3
फीट,correct,high,found in reference vocabulary,5
प्रबंध,incorrect,low,no close match found in vocabulary (best=61.53846153846154),1
अमाउंट,incorrect,medium,possible typo of 'अकाउंट' (similarity=83.33333333333334),1
फंड,correct,high,found in reference vocabulary,4
पैसों,correct,high,found in reference vocabulary,7
फूड,correct,high,found in reference vocabulary,8
खरीद,correct,high,found in reference vocabulary,10
प्रोवाइड,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
धूप,correct,high,found in reference vocabulary,7
कड़ी,incorrect,medium,possible typo of 'लकड़ी' (similarity=88.88888888888889),1
प्रेरना,incorrect,medium,possible typo of 'प्रेरणा' (similarity=85.71428571428572),1
पर्याप्त,incorrect,medium,possible typo of 'प्राप्त' (similarity=80.0),1
करें।,incorrect,medium,possible typo of 'करें' (similarity=88.88888888888889),1
ख़रीद,incorrect,medium,possible typo of 'खरीद' (similarity=88.88888888888889),1
स्किल्स,correct,high,found in reference vocabulary,10
सिखाएंगे,correct,high,found in reference vocabulary,3
गेन,correct,medium,medium frequency in dataset (n=2),2
सिखना,incorrect,medium,possible typo of 'सिखा' (similarity=88.88888888888889),1
संसाधन,incorrect,medium,possible typo of 'साधन' (similarity=80.0),1
कमी,correct,high,found in reference vocabulary,4
इनिशिएटिव,correct,medium,medium frequency in dataset (n=2),2
लेनी,correct,high,found in reference vocabulary,4
सिखा,correct,high,found in reference vocabulary,4
चैरिटी,correct,high,found in reference vocabulary,7
ग्रूप्स,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
हाली,incorrect,medium,possible typo of 'हाल' (similarity=85.71428571428572),1
फिलाल,correct,high,found in reference vocabulary,3
भावी,incorrect,medium,possible typo of 'भाव' (similarity=85.71428571428572),1
जनरेशन्स,incorrect,medium,possible typo of 'जनरेशन' (similarity=85.71428571428572),1
आपम,incorrect,medium,possible typo of 'आप' (similarity=80.0),1
स्वच्छ,correct,high,found in reference vocabulary,3
आवास,incorrect,medium,possible typo of 'आवाज' (similarity=75.0),1
सकें।,incorrect,medium,possible typo of 'सकें' (similarity=88.88888888888889),1
जनरेशन,correct,high,found in reference vocabulary,4
परिवर्तन,correct,high,found in reference vocabulary,11
हैं।आज,incorrect,medium,possible typo of 'हैं।' (similarity=80.0),1
प्रदूषण,incorrect,low,no close match found in vocabulary (best=61.53846153846154),1
शार्क,incorrect,medium,possible typo of 'पार्क' (similarity=80.0),1
इंडिया,correct,high,found in reference vocabulary,15
प्लेटफॉर्म,correct,high,found in reference vocabulary,5
इनोवेशन,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
मांगना,incorrect,medium,possible typo of 'मांग' (similarity=80.0),1
धक्के,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
पड़ते,correct,high,found in reference vocabulary,4
टैलेंट,correct,high,found in reference vocabulary,4
ढूंढते,correct,medium,medium frequency in dataset (n=2),2
प्रतिभा,incorrect,medium,possible typo of 'प्रति' (similarity=83.33333333333334),1
मकसद,correct,medium,medium frequency in dataset (n=2),2
दिखा,correct,high,found in reference vocabulary,3
वीडियोस,correct,medium,medium frequency in dataset (n=2),2
हमें।,incorrect,medium,possible typo of 'हमें' (similarity=88.88888888888889),1
मानसिकताओं,incorrect,medium,possible typo of 'मानसिक' (similarity=75.0),1
परिवर्तित,incorrect,medium,possible typo of 'परिवर्तन' (similarity=82.35294117647058),1
परेशानी,correct,high,found in reference vocabulary,11
मानवता,correct,medium,medium frequency in dataset (n=2),2
दिखाते,correct,high,found in reference vocabulary,3
प्रचार,incorrect,medium,possible typo of 'प्रकार' (similarity=83.33333333333334),1
प्राप्त,correct,high,found in reference vocabulary,7
हाँ।,correct,high,found in reference vocabulary,7
सेल्फिश,correct,medium,medium frequency in dataset (n=2),2
कहावत,correct,medium,medium frequency in dataset (n=2),2
दरिया,incorrect,medium,possible typo of 'दिया' (similarity=88.88888888888889),1
डालो,correct,medium,medium frequency in dataset (n=2),2
यानि,correct,high,found in reference vocabulary,22
रखने,correct,high,found in reference vocabulary,6
ऑलमाइटी,incorrect,low,no close match found in vocabulary (best=72.72727272727273),1
कर्म,incorrect,medium,possible typo of 'रश्म' (similarity=75.0),1
अंजाने,correct,medium,medium frequency in dataset (n=2),2
रिकॉर्ड,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
ओहना,incorrect,medium,possible typo of 'होना' (similarity=75.0),1
स्क्रीनशॉट,incorrect,medium,possible typo of 'स्क्रीन' (similarity=82.35294117647058),1
डालते,incorrect,medium,possible typo of 'डालता' (similarity=80.0),1
फाउंडेशन,incorrect,low,no close match found in vocabulary (best=57.14285714285714),1
रुपए,correct,high,found in reference vocabulary,21
अज,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
परोस,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
सम्मान,correct,high,found in reference vocabulary,5
तुमने,correct,high,found in reference vocabulary,7
उद्देश्य,correct,medium,medium frequency in dataset (n=2),2
बनाके,correct,high,found in reference vocabulary,4
वेस्ट,correct,high,found in reference vocabulary,6
फेकना,incorrect,medium,possible typo of 'फेक' (similarity=75.0),1
पड़,correct,high,found in reference vocabulary,18
फेक,correct,high,found in reference vocabulary,3
डोनेट,correct,high,found in reference vocabulary,3
संस्था,incorrect,low,no close match found in vocabulary (best=72.72727272727273),1
पहुंचा,correct,high,found in reference vocabulary,5
एजेंयूइस,incorrect,low,no close match found in vocabulary (best=50.0),1
जिनके,correct,high,found in reference vocabulary,4
हैंहम्म।,incorrect,medium,possible typo of 'हम्म।' (similarity=76.92307692307692),1
टॉपिक्स,correct,medium,medium frequency in dataset (n=2),2
कम्पलीट,incorrect,low,no close match found in vocabulary (best=71.42857142857143),1
व्यवस्था,correct,high,found in reference vocabulary,3
नॉर्मल,correct,high,found in reference vocabulary,15
लाइफ़,correct,medium,medium frequency in dataset (n=2),2
वॉलिंटियर,incorrect,low,no close match found in vocabulary (best=61.53846153846154),1
प्रोग्राम,correct,high,found in reference vocabulary,10
वॉलंटियर,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
जि,correct,high,found in reference vocabulary,3
गरीबों,correct,high,found in reference vocabulary,3
सुकून,correct,high,found in reference vocabulary,4
सक्षम,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
कीमत,correct,medium,medium frequency in dataset (n=2),2
जिसके,correct,high,found in reference vocabulary,10
प्रॉफिट,correct,high,found in reference vocabulary,3
नी,correct,high,found in reference vocabulary,13
ढंग,correct,high,found in reference vocabulary,5
साल्व,incorrect,medium,possible typo of 'सॉल्व' (similarity=80.0),1
चेरिटि,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
कॉन्टैक्ट,correct,high,found in reference vocabulary,6
एक्स्ट्रा,correct,high,found in reference vocabulary,7
खर्च,correct,high,found in reference vocabulary,4
यूज़,correct,high,found in reference vocabulary,15
अमांट,incorrect,medium,possible typo of 'मां' (similarity=75.0),1
डेकोरेशन,correct,high,found in reference vocabulary,12
बर्बाद,correct,medium,medium frequency in dataset (n=2),2
वादी,incorrect,medium,possible typo of 'वाली' (similarity=75.0),1
लगाएंगे,incorrect,medium,possible typo of 'पाएंगे' (similarity=76.92307692307692),1
हासिल,incorrect,medium,possible typo of 'हाल' (similarity=75.0),1
एरन,incorrect,medium,possible typo of 'रन' (similarity=80.0),1
इन्वेस्टमेंट,correct,high,found in reference vocabulary,3
फ्री,correct,high,found in reference vocabulary,11
स्टूडेंट,correct,medium,medium frequency in dataset (n=2),2
हुनर,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
फीस,correct,high,found in reference vocabulary,5
इनकम,correct,medium,medium frequency in dataset (n=2),2
उससे।,incorrect,medium,possible typo of 'उससे' (similarity=88.88888888888889),1
शामिल,correct,high,found in reference vocabulary,6
सेवाकार्य,incorrect,low,no close match found in vocabulary (best=71.42857142857143),1
जुड़ें,correct,medium,close match to 'जुड़े' (similarity=90.9090909090909),1
करेइससे,incorrect,low,no close match found in vocabulary (best=72.72727272727273),1
फ़ैमिली,correct,medium,close match to 'फैमिली' (similarity=92.3076923076923),1
प्लांट्स,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
मैटेरियल,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
टेक्निक,correct,medium,medium frequency in dataset (n=2),2
वापिस,correct,high,found in reference vocabulary,6
न्यू,correct,high,found in reference vocabulary,10
लाके,correct,medium,medium frequency in dataset (n=2),2
प्रोडक्ट,correct,high,found in reference vocabulary,1
जीऔर,incorrect,medium,possible typo of 'जीरो' (similarity=75.0),1
काबिल,incorrect,medium,possible typo of 'काल' (similarity=75.0),1
में।,correct,high,found in reference vocabulary,10
एक्सिडेंट,correct,high,found in reference vocabulary,3
वाइरल,correct,medium,medium frequency in dataset (n=2),2
एंबुलेंस,incorrect,medium,possible typo of 'एम्बुलेंस' (similarity=82.35294117647058),1
डरते,incorrect,medium,possible typo of 'करते' (similarity=75.0),1
बल्कि,correct,high,found in reference vocabulary,6
प्र,incorrect,medium,possible typo of 'पर' (similarity=80.0),1
दिखता,correct,high,found in reference vocabulary,8
क्रॉस,correct,medium,medium frequency in dataset (n=2),2
गिरे,correct,high,found in reference vocabulary,3
उठाते,correct,high,found in reference vocabulary,4
हेल,incorrect,medium,possible typo of 'हेलो' (similarity=85.71428571428572),1
रीजन,correct,high,found in reference vocabulary,3
बीना,incorrect,medium,possible typo of 'बना' (similarity=85.71428571428572),1
दिखाने,correct,high,found in reference vocabulary,3
दिखावा,correct,high,found in reference vocabulary,3
कीजीये,incorrect,low,no close match found in vocabulary (best=60.0),1
वर्क,correct,high,found in reference vocabulary,8
सिजन,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
शर्त,incorrect,medium,possible typo of 'शर्ट' (similarity=75.0),1
उपलब्ध,incorrect,low,no close match found in vocabulary (best=50.0),1
मस्जिदों,incorrect,low,no close match found in vocabulary (best=57.14285714285714),1
बड,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
सेलिब्रेशन,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
डिनर,correct,medium,medium frequency in dataset (n=2),2
सत,incorrect,medium,possible typo of 'सात' (similarity=80.0),1
फ़िर,correct,high,found in reference vocabulary,3
नमस्ता,incorrect,medium,possible typo of 'मस्त' (similarity=80.0),1
कोल,correct,medium,medium frequency in dataset (n=2),2
जारी,correct,high,found in reference vocabulary,3
रखें,incorrect,medium,possible typo of 'रखे' (similarity=85.71428571428572),1
कॉल,correct,high,found in reference vocabulary,27
व्यर्थ,correct,high,found in reference vocabulary,5
आबाज,incorrect,medium,possible typo of 'आवाज' (similarity=75.0),1
गड़बड़,correct,high,found in reference vocabulary,3
सई,correct,medium,medium frequency in dataset (n=2),2
हि,correct,high,found in reference vocabulary,3
तम्मे,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
कृपया,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
थाकि,incorrect,medium,possible typo of 'ताकि' (similarity=75.0),1
कनेक्ट,correct,high,found in reference vocabulary,11
रखिएगा,incorrect,medium,possible typo of 'रखिए' (similarity=80.0),1
दैनिक,correct,high,found in reference vocabulary,4
चरिया,correct,medium,medium frequency in dataset (n=2),2
रखियेगा,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
इरर,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
करु,correct,high,found in reference vocabulary,5
कॉम्पिटिव,incorrect,medium,possible typo of 'कॉम्पिटिशन' (similarity=84.21052631578947),1
साढ़े,correct,high,found in reference vocabulary,3
उठ,correct,high,found in reference vocabulary,8
योग,incorrect,medium,possible typo of 'योगा' (similarity=85.71428571428572),1
योगा,correct,high,found in reference vocabulary,5
आधा,correct,high,found in reference vocabulary,5
स्वास्थ,correct,high,found in reference vocabulary,4
तनाव,correct,medium,medium frequency in dataset (n=2),2
मस्तीक़,incorrect,medium,possible typo of 'मस्ती' (similarity=83.33333333333334),1
पूर्ण,correct,medium,medium frequency in dataset (n=2),2
रूप,correct,high,found in reference vocabulary,19
देनिक,incorrect,medium,possible typo of 'दैनिक' (similarity=80.0),1
नहाना,incorrect,medium,possible typo of 'बनाना' (similarity=80.0),1
धोना,incorrect,medium,possible typo of 'धोखा' (similarity=75.0),1
कार्य,correct,high,found in reference vocabulary,16
बहलाने,incorrect,medium,possible typo of 'लाने' (similarity=80.0),1
उपयोग,correct,high,found in reference vocabulary,7
सेट,correct,high,found in reference vocabulary,7
दिमाग,correct,high,found in reference vocabulary,19
फुर्सत,correct,medium,medium frequency in dataset (n=2),2
म,correct,high,found in reference vocabulary,11
बहल,correct,high,found in reference vocabulary,4
घुम,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
खाता,correct,high,found in reference vocabulary,3
घंटी,correct,high,found in reference vocabulary,7
पढ़ने,correct,high,found in reference vocabulary,22
ढाई,correct,high,found in reference vocabulary,5
गलता,incorrect,medium,possible typo of 'लता' (similarity=85.71428571428572),1
प्रेसिडेट,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
खुली,correct,high,found in reference vocabulary,3
हवा,correct,high,found in reference vocabulary,5
खुदी,incorrect,medium,possible typo of 'खुद' (similarity=85.71428571428572),1
वाल,correct,medium,medium frequency in dataset (n=2),2
दर्म,incorrect,medium,possible typo of 'दर्द' (similarity=75.0),1
थोडा,correct,high,found in reference vocabulary,4
बनताहै,incorrect,medium,possible typo of 'बनता' (similarity=80.0),1
शो,correct,medium,medium frequency in dataset (n=2),2
कोईकोई,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
हल,correct,high,found in reference vocabulary,10
जागता,incorrect,medium,possible typo of 'जाता' (similarity=88.88888888888889),1
वेब,incorrect,medium,possible typo of 'वे' (similarity=80.0),1
दर्द,correct,high,found in reference vocabulary,11
फुर्ती,correct,medium,medium frequency in dataset (n=2),2
लचीला,incorrect,medium,possible typo of 'चला' (similarity=75.0),1
पन,incorrect,medium,possible typo of 'पहन' (similarity=80.0),1
प्लस,correct,high,found in reference vocabulary,11
टेंशन,correct,high,found in reference vocabulary,7
ध्यान,correct,high,found in reference vocabulary,34
अस्त,incorrect,medium,possible typo of 'स्तर' (similarity=75.0),1
व्यस्त,correct,medium,medium frequency in dataset (n=2),2
संतुलित,correct,high,found in reference vocabulary,4
प्वाइंट,correct,high,found in reference vocabulary,8
भलाई,incorrect,medium,possible typo of 'भला' (similarity=85.71428571428572),1
अपनाई,incorrect,medium,possible typo of 'अपना' (similarity=88.88888888888889),1
जिसने,correct,high,found in reference vocabulary,4
सकारात्मक,correct,high,found in reference vocabulary,3
प्रभाव,correct,high,found in reference vocabulary,12
डाला,correct,high,found in reference vocabulary,7
ता,correct,high,found in reference vocabulary,3
पढ़ा,correct,high,found in reference vocabulary,26
मुबाईल,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
टेबल,correct,high,found in reference vocabulary,3
लाभदायक,incorrect,low,no close match found in vocabulary (best=72.72727272727273),1
बदलेंगे,incorrect,medium,possible typo of 'बोलेंगे' (similarity=85.71428571428572),1
जगना,incorrect,medium,possible typo of 'गाना' (similarity=75.0),1
हानिकारक,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
जगने,incorrect,medium,possible typo of 'लगने' (similarity=75.0),1
फायदे,correct,high,found in reference vocabulary,4
बदलाव,correct,high,found in reference vocabulary,25
स्क्रीन,correct,high,found in reference vocabulary,1
चलाने,correct,high,found in reference vocabulary,12
फालतू,correct,high,found in reference vocabulary,4
कार्यों,incorrect,medium,possible typo of 'कार्य' (similarity=83.33333333333334),1
भेटोट,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
बदलाब,incorrect,medium,possible typo of 'बदलना' (similarity=80.0),1
कहाँ,correct,high,found in reference vocabulary,6
इग्ज़ैम,incorrect,low,no close match found in vocabulary (best=61.53846153846154),1
कॉम्पटेटिव,incorrect,low,no close match found in vocabulary (best=70.0),1
एग्जाम्स,incorrect,medium,possible typo of 'एग्जाम' (similarity=85.71428571428572),1
करियर,correct,high,found in reference vocabulary,29
नौकरी,correct,high,found in reference vocabulary,31
बढ़ने,correct,high,found in reference vocabulary,3
वयस्क,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
दबाव,correct,medium,medium frequency in dataset (n=2),2
बदलने,correct,high,found in reference vocabulary,4
दवाब,correct,medium,medium frequency in dataset (n=2),2
जिम्मेदारियों,correct,medium,medium frequency in dataset (n=2),2
त्याग,correct,medium,medium frequency in dataset (n=2),2
अपनाना,correct,high,found in reference vocabulary,3
सुव्यवस्थित,incorrect,low,no close match found in vocabulary (best=73.6842105263158),1
पालन,correct,high,found in reference vocabulary,5
पूर्व,correct,medium,medium frequency in dataset (n=2),2
आएंगे।,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
चर्या,correct,high,found in reference vocabulary,3
सुनाना,correct,high,found in reference vocabulary,5
वाशरूम,correct,medium,medium frequency in dataset (n=2),2
ब्रेश,incorrect,medium,possible typo of 'फ्रेश' (similarity=80.0),1
मंजन,correct,high,found in reference vocabulary,3
बनाता,correct,high,found in reference vocabulary,6
चलाता,correct,high,found in reference vocabulary,4
रेस्ट,correct,high,found in reference vocabulary,4
नहाता,incorrect,medium,possible typo of 'बनाता' (similarity=80.0),1
धोता,correct,medium,medium frequency in dataset (n=2),2
मंंदिर,correct,medium,close match to 'मंदिर' (similarity=90.9090909090909),1
अटेंडेंस,correct,medium,medium frequency in dataset (n=2),2
पंच,correct,high,found in reference vocabulary,5
लगाने,correct,high,found in reference vocabulary,5
लेक्चर,correct,high,found in reference vocabulary,4
अटेंड,correct,high,found in reference vocabulary,5
डबल,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
अटैंड,incorrect,medium,possible typo of 'अटेंड' (similarity=80.0),1
लगाता,incorrect,medium,possible typo of 'लगता' (similarity=88.88888888888889),1
आउट,correct,high,found in reference vocabulary,6
पैदल,correct,high,found in reference vocabulary,6
वाना,correct,high,found in reference vocabulary,3
सब्जीवब्जी,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
जानी,incorrect,medium,possible typo of 'जानती' (similarity=88.88888888888889),1
वना,incorrect,medium,possible typo of 'वाना' (similarity=85.71428571428572),1
पीकर,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
बेठ,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
उठने,correct,high,found in reference vocabulary,5
जागने,correct,medium,medium frequency in dataset (n=2),2
उत्पादक,incorrect,low,no close match found in vocabulary (best=61.53846153846154),1
उठना,correct,high,found in reference vocabulary,4
चीज़ें,correct,high,found in reference vocabulary,7
शुद्ध,incorrect,low,no close match found in vocabulary (best=50.0),1
ऑक्सीजन,incorrect,low,no close match found in vocabulary (best=71.42857142857143),1
आवरण,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
हलका,incorrect,medium,possible typo of 'हल्का' (similarity=88.88888888888889),1
जागते,correct,medium,medium frequency in dataset (n=2),2
सिर,correct,high,found in reference vocabulary,8
भारी,correct,high,found in reference vocabulary,3
पीलिया,incorrect,medium,possible typo of 'पिया' (similarity=80.0),1
पर।,correct,high,found in reference vocabulary,3
आंख,correct,medium,medium frequency in dataset (n=2),2
उजाले,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
आँख,correct,medium,medium frequency in dataset (n=2),2
सूज,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
ऑंख,incorrect,low,no close match found in vocabulary (best=50.0),1
क,correct,high,found in reference vocabulary,8
एक्जाम,incorrect,medium,possible typo of 'एग्जाम' (similarity=83.33333333333334),1
देकर,correct,high,found in reference vocabulary,3
साधारण,incorrect,low,no close match found in vocabulary (best=72.72727272727273),1
अभ्यास,correct,medium,medium frequency in dataset (n=2),2
आपाधापी,incorrect,low,no close match found in vocabulary (best=60.0),1
स्थिर,incorrect,medium,possible typo of 'सिर' (similarity=75.0),1
संतुलन,correct,high,found in reference vocabulary,6
लाता,correct,high,found in reference vocabulary,3
बोलूं,correct,high,found in reference vocabulary,5
चाय,correct,high,found in reference vocabulary,3
दुखता,correct,medium,medium frequency in dataset (n=2),2
पीओ,incorrect,medium,possible typo of 'पी' (similarity=80.0),1
माइंडसेट,incorrect,medium,possible typo of 'माइंड' (similarity=76.92307692307692),1
फोर्स,correct,medium,medium frequency in dataset (n=2),2
बैठता,correct,medium,medium frequency in dataset (n=2),2
उठकर,correct,medium,medium frequency in dataset (n=2),2
जायदा,correct,medium,medium frequency in dataset (n=2),2
टाइम्स,incorrect,medium,possible typo of 'टाइम' (similarity=80.0),1
सोता,incorrect,medium,possible typo of 'सोचता' (similarity=88.88888888888889),1
स्किन,incorrect,medium,possible typo of 'स्किल' (similarity=80.0),1
आलतु,incorrect,low,no close match found in vocabulary (best=57.14285714285714),1
फालतु,incorrect,medium,possible typo of 'फालतू' (similarity=80.0),1
बढ़ती,correct,high,found in reference vocabulary,3
सैटल,correct,medium,medium frequency in dataset (n=2),2
कालेज,correct,high,found in reference vocabulary,5
रहाँ,incorrect,medium,possible typo of 'हाँ' (similarity=85.71428571428572),1
फस्ट,incorrect,medium,possible typo of 'फेस्ट' (similarity=88.88888888888889),1
पड़ना,correct,medium,medium frequency in dataset (n=2),2
नही।,incorrect,medium,possible typo of 'नहीं।' (similarity=88.88888888888889),1
बनती,correct,high,found in reference vocabulary,7
उसपर,incorrect,medium,possible typo of 'उपर' (similarity=85.71428571428572),1
मॉडिफाई,incorrect,low,no close match found in vocabulary (best=61.53846153846154),1
अपडेट,correct,high,found in reference vocabulary,4
टाईमिंग,correct,medium,medium frequency in dataset (n=2),2
टिप,incorrect,medium,possible typo of 'ट्रिप' (similarity=75.0),1
स्ट्रॉन्ग,incorrect,low,no close match found in vocabulary (best=71.42857142857143),1
बनाओ,correct,medium,medium frequency in dataset (n=2),2
किई,correct,medium,medium frequency in dataset (n=2),2
अपन,correct,high,found in reference vocabulary,79
समझाया,correct,high,found in reference vocabulary,8
प्रेसर,correct,high,found in reference vocabulary,3
अनुशासन,correct,high,found in reference vocabulary,4
सिखाया,correct,high,found in reference vocabulary,3
कदर,correct,high,found in reference vocabulary,3
लोगी,correct,high,found in reference vocabulary,3
लिख,correct,high,found in reference vocabulary,7
पचास,correct,high,found in reference vocabulary,6
तुम्हारे,correct,high,found in reference vocabulary,13
निर्भर,incorrect,low,no close match found in vocabulary (best=61.53846153846154),1
प,correct,high,found in reference vocabulary,7
सेक्रीफियस,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
आदर्श,correct,high,found in reference vocabulary,10
हाॅं।,incorrect,high,invalid structure: consecutive matras,2
पिता,correct,high,found in reference vocabulary,3
माक्स,incorrect,medium,possible typo of 'मैक्स' (similarity=80.0),1
जिन्दगी,correct,medium,medium frequency in dataset (n=2),2
जुडा,incorrect,medium,possible typo of 'जुड़ा' (similarity=88.88888888888889),1
एपीजे,correct,high,found in reference vocabulary,4
अब्दूल,correct,high,found in reference vocabulary,4
कलाम,correct,high,found in reference vocabulary,7
कीतने,incorrect,medium,possible typo of 'कितने' (similarity=80.0),1
खुद्को,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
वैज्ञानिक,incorrect,low,no close match found in vocabulary (best=71.42857142857143),1
राष्ट्रपति,correct,medium,medium frequency in dataset (n=2),2
युवा,correct,high,found in reference vocabulary,4
जानते,correct,high,found in reference vocabulary,8
सादगी,incorrect,medium,possible typo of 'सादी' (similarity=88.88888888888889),1
हैकरना,incorrect,medium,possible typo of 'हैना' (similarity=80.0),1
हैइसलिए,incorrect,medium,possible typo of 'इसलिए' (similarity=83.33333333333334),1
अब्दुल,correct,high,found in reference vocabulary,4
हांजी।,correct,medium,medium frequency in dataset (n=2),2
सपना,correct,high,found in reference vocabulary,22
गहरा,correct,medium,medium frequency in dataset (n=2),2
गहराई,correct,high,found in reference vocabulary,9
इनकी,correct,high,found in reference vocabulary,6
लि,incorrect,medium,possible typo of 'लिख' (similarity=80.0),1
घमंड,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
प्रेरणा,correct,high,found in reference vocabulary,12
सबेरा,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
प्रॉबलम,correct,medium,medium frequency in dataset (n=2),2
असफल,correct,high,found in reference vocabulary,10
हार,correct,high,found in reference vocabulary,9
वेसे,incorrect,medium,possible typo of 'वैसे' (similarity=75.0),1
सिचुएशन,correct,high,found in reference vocabulary,22
नकारात्मक,correct,high,found in reference vocabulary,4
पॉजिटिव,correct,high,found in reference vocabulary,8
